Date and Time of initial call,Date and time of Ranger response,Borough,Property,Location,Species Description,Call Source,Species Status,Animal Condition,Duration of Response,Age,Animal Class,311SR Number,Final Ranger Action,# of Animals,PEP Response,Animal Monitored,Rehabilitator,Hours spent monitoring,Police Response,ESU Response,ACC Intake Number
5/25/21 16:45,5/25/21 17:00,Brooklyn,Purple Playground,Entrance on 17th St between 5th Ave and 6th Ave,Mouse (Unknown),Central,N/A,N/A,1,Infant,Small Mammals-non RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/25/21 10:30,5/25/21 10:30,Brooklyn,Prospect Park,South Drive,Turtle (Unknown),Public,N/A,N/A,0.5,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/25/21 10:00,5/25/21 11:45,Manhattan,Central Park,"Strawberry Fields, East of John Lennon Memorial on the grass",Red-Eared Slider,Central,Invasive,Healthy,1,Adult,Terrestrial Reptile or Amphibian,311-063-81368,Relocated/Condition Corrected,1,FALSE,TRUE,,1,FALSE,FALSE,
5/25/21 10:56,5/25/21 10:58,Bronx,Pelham Bay Park,Orchard Beach Drop-off Road,Canada Goose,Central,Native,Healthy,3.25,Infant,Birds,311-06381444,Rehabilitator,3,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
5/25/21 10:45,5/25/21 11:15,Staten Island,Blue Heron Park,Blue Heron Park Nature Center entrance,Mallard Duck,Public,Native,Healthy,1,Infant,Birds,311-06381878,ACC,1,FALSE,FALSE,,,FALSE,FALSE,117595
5/24/21 12:00,5/24/21 12:05,Bronx,Fort Independence Playground,In the bushes right in front of the dog run,Mallard Duck,Employee,Native,Healthy,3,Infant,Birds,311-063-750-40,Rehabilitator,7,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
5/24/21 16:00,5/24/21 16:00,Brooklyn,Prospect Park,By Boat House,House Sparrow,Public,Native,Healthy,0.25,Infant,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
5/24/21 8:05,5/24/21 10:00,Manhattan,Riverside Park,85th St by Dog Run and Soldiers and Sailors Memorial,Raccoon,Public,Native,Unhealthy,1,Adult,Small Mammals-RVS,311-06369671,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/24/21 14:30,5/24/21 14:40,Staten Island,Wolfe's Pond Park,Back parking lot by trails,Common Snapping Turtle,Employee,Native,Healthy,0.25,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
5/24/21 10:00,5/24/21 11:00,Manhattan,Central Park,"Strawberry Fields, W 72nd btwn Central Park West and West Dr",Common Snapping Turtle,"Conservancies/""Friends of"" Groups",Native,Healthy,1.5,Adult,Terrestrial Reptile or Amphibian,311-06369994,Relocated/Condition Corrected,1,FALSE,TRUE,,0.5,FALSE,FALSE,
5/24/21 10:00,5/24/21 10:32,Staten Island,Conference House Park,"Next to sidewalk along Statterlee St., between Conference House and Ward House",White-tailed Deer,Employee,Native,DOA,1,Adult,Deer,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
5/24/21 9:15,5/24/21 9:15,Brooklyn,Coney Island Beach &amp; Boardwalk,"Brighton 2, near the lifeguard stand",American Oystercatcher,Public,Native,N/A,1,Infant,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/23/21 9:30,5/23/21 9:35,Bronx,Van Cortlandt Park,Broadway & Mosholu Ave,Raccoon,Central,Native,Unhealthy,0.5,Juvenile,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/23/21 11:35,5/23/21 11:37,Queens,Kissena Park,Kissena Lake,Python (Unknown),Employee,Exotic,Healthy,0.75,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/23/21 10:30,5/23/21 11:00,Brooklyn,Prospect Park,Lafayette Memorial,Bird (Unknown),"Conservancies/""Friends of"" Groups",Native,Healthy,0.5,Infant,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
5/23/21 11:30,5/23/21 11:30,Brooklyn,Brooklyn Bridge Park,Pier 2,Common Grackle,Central,Native,Healthy,0.5,Infant,Birds,,Relocated/Condition Corrected,1,TRUE,FALSE,,,FALSE,FALSE,
5/22/21 12:00,5/22/21 12:50,Staten Island,Goodhue Park,Playground and Ballfields,Dog,Central,Domestic,Unhealthy,2,Adult,Domestic,311-06347365,ACC,2,FALSE,FALSE,,,FALSE,FALSE,117417
5/21/21 18:00,5/21/21 18:03,Manhattan,Central Park,"The Loch 40.794612, -73.958591",Red-tailed Hawk,Employee,Native,Unhealthy,2,Adult,Raptors,,Monitored Animal,1,FALSE,TRUE,,1.75,FALSE,FALSE,
5/21/21 12:00,5/21/21 12:00,Manhattan,Central Park,Westdrive at West 103rd,Red-tailed Hawk,Public,Native,Unhealthy,1,Adult,Raptors,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
5/21/21 18:00,5/22/21 6:45,Manhattan,Central Park,Westdrive at West 103rd,Red-tailed Hawk,Public,Native,Unhealthy,2,Adult,Raptors,311-06346130,Rehabilitator,1,FALSE,FALSE,Bobby Horvath,,FALSE,FALSE,
5/21/21 10:30,5/21/21 10:35,Queens,Oak Grove Park,Oak Grove Park,Red-tailed Hawk,Employee,Native,Healthy,0.5,Juvenile,Raptors,,Monitored Animal,1,FALSE,TRUE,,0.5,FALSE,FALSE,
5/21/21 13:00,5/21/21 13:30,Manhattan,Central Park,Lightpost 7232A near Bethesda Terrace,Turtle (Unknown),Public,Native,N/A,1,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/21/21 14:30,5/21/21 14:30,Manhattan,Central Park,Just West of Conservatory Garden,Blue Jay,Employee,Native,Healthy,0.5,Infant,Birds,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
5/21/21 14:00,5/21/21 14:20,Staten Island,Willowbrook Park,Ballfields,Canada Goose,Employee,Native,Injured,0.5,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/21/21 13:50,5/21/21 13:55,Queens,Forest Park,"Forest Park Dr on Myrtle Ave Bridge 40.702206184611015, -73.85073833150923",Raccoon,Employee,Native,Unhealthy,2.5,Juvenile,Small Mammals-RVS,311-06337387,ACC,1,FALSE,FALSE,,,FALSE,FALSE,160063
5/21/21 8:00,5/21/21 9:00,Manhattan,Fort Tryon Park,Lawn near Cloisters,Mallard Duck,Central,Native,Injured,1,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/21/21 8:45,5/21/21 8:45,Queens,Forest Park,"Forest Park Shops, gated playground equipment area in front",Cat,Public,Domestic,Unhealthy,0.75,Adult,Domestic,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
5/20/21 12:30,5/20/21 12:30,Queens,Kissena Park,Kissena Lake,Python (Unknown),Employee,Exotic,Healthy,2.5,Adult,Terrestrial Reptile or Amphibian,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/19/21 14:50,5/19/21 14:50,Staten Island,Blue Heron Park,Orange trail,Painted Turtle,Public,Native,Healthy,0.5,Adult,Terrestrial Reptile or Amphibian,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
5/20/21 11:00,5/20/21 12:30,Staten Island,Wolfe's Pond Park,Near Wolfe's Pond,Canada Goose,Employee,Native,Injured,0.5,Infant,Birds,311-06325185,ACC,1,FALSE,FALSE,,,FALSE,FALSE,117261
5/19/21 9:30,5/19/21 9:30,Manhattan,Hudson River Park,Hudson River at West 26th Street,Canada Goose,Other,Native,Injured,0.5,Adult,Birds,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
5/19/21 10:30,5/19/21 10:30,Queens,Kissena Park,Rose and Oak Avenue,Mallard Duck,Central,Native,Healthy,0.5,Adult;#Infant,Birds,,Advised/Educated others,5,FALSE,FALSE,,,FALSE,FALSE,
5/19/21 16:30,5/19/21 16:30,Bronx,Pelham Bay Park,Turtle Cove,White-tailed Deer,Employee,Native,Injured,3,Adult,Deer,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/19/21 11:33,5/19/21 11:33,Queens,Alley Pond Park,Oakland Lake,Canada Goose,Observed by Ranger,Native,Injured,0.5,Adult,Birds,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
5/19/21 10:25,5/19/21 10:25,Bronx,Van Cortlandt Park,Womens Comfort Station at Maintenance and Operations headquarters,Raccoon,Employee,Native,Healthy,0.5,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,2,FALSE,FALSE,,,FALSE,FALSE,
5/18/21 13:00,5/18/21 13:00,Bronx,Van Cortlandt Park,Trail by Nature Center,Corn Snake,Public,Exotic,Healthy,1,Adult,Terrestrial Reptile or Amphibian,311-06304543,ACC,1,FALSE,FALSE,,,FALSE,FALSE,117150
5/18/21 9:30,5/18/21 14:00,Brooklyn,Prospect Park,Under Terrace Bridge,Raccoon,Public,Native,DOA,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
5/16/21 14:15,5/16/21 14:45,Staten Island,Wolfe's Pond Park,Behind Acme Pond by Tottenville H.S Eyelandt and Luden,Raccoon,Employee,Native,Healthy,0.5,Infant,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/17/21 12:30,5/17/21 12:50,Manhattan,Fort Washington Park,151 Street and Riverside Drive,Muskrat,Central,Native,Injured,0.45,Adult,Small Mammals-non RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/15/21 17:00,5/15/21 17:00,Bronx,Pelham Bay Park,Ohm and Middletown,Rock Dove,Public,Native,Healthy,0.5,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
5/15/21 11:30,5/15/21 11:40,Bronx,Van Cortlandt Park,John Kieran Trail,Bat (Unknown),Employee,Native,Healthy,1,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,TRUE,,0.25,FALSE,FALSE,
5/12/21 16:04,5/14/21 8:45,Queens,Socrates Sculpture Park,Hallets Cove Beach,Mute Swan,Public,Invasive,Injured,3.5,Adult,Birds,311-06256970,Rehabilitator,1,FALSE,TRUE,Wild Bird Fund,2,FALSE,FALSE,
5/14/21 9:55,5/14/21 9:55,Staten Island,Clove Lakes Park,Barbecue Area,Domestic Turkey,Employee,Domestic,Healthy,2.5,Adult,Domestic;#Birds,311-06257788,ACC,1,TRUE,FALSE,,,FALSE,FALSE,116865
5/13/21 16:30,5/13/21 16:40,Manhattan,Fort Tryon Park,Anne Loftus Playground,Virginia Opossum,Public,Native,Unhealthy,1,Juvenile,Small Mammals-non RVS,,Rehabilitator,1,FALSE,FALSE,Arina Hinzen,,FALSE,FALSE,
5/13/21 13:00,5/13/21 13:00,Staten Island,Clove Lakes Park,bridge near the Stonehouse restaurant,Common Grackle,Employee,Native,Injured,0.5,Adult,Birds,,Advised/Educated others,1,TRUE,FALSE,,,FALSE,FALSE,
5/13/21 11:30,5/13/21 12:30,Brooklyn,Brooklyn Bridge Park,Pier 2 Basketball courts,European Starling,Employee,Native,Healthy,1,Juvenile,Birds,,Relocated/Condition Corrected,1,FALSE,TRUE,,0.5,FALSE,FALSE,
5/13/21 10:00,5/13/21 10:30,Brooklyn,Prospect Park,Bandshell,Ovenbird,Employee,Native,Healthy,0.5,Adult,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
5/13/21 11:15,5/13/21 11:16,Queens,Kissena Park,Kissena Pond trail to the right of Rose Avenue and Oak Avenue,Mute Swan,Employee,Invasive,Healthy,0.75,Adult,Birds,,Advised/Educated others,2,FALSE,FALSE,,,FALSE,FALSE,
5/12/21 16:04,5/13/21 9:00,Queens,Socrates Sculpture Park,Hallet's Cove Beach,Mute Swan,Public,Invasive,Injured,2,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,1.5,FALSE,FALSE,
5/12/21 16:04,5/12/21 16:34,Queens,Socrates Sculpture Park,Hallet's Cove Beach,Mute Swan,Public,Invasive,Injured,2.5,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,1.25,FALSE,FALSE,
5/10/21 17:00,5/11/21 9:30,Manhattan,Central Park,Conservatory Water,Mallard Duck,Public,Native,Healthy,0.25,Adult,Birds,,Advised/Educated others,2,FALSE,FALSE,,,FALSE,FALSE,
5/12/21 8:45,5/12/21 9:00,Queens,Rockaway Beach and Boardwalk,Between Beach 32-45,Dog,Employee,Domestic,Healthy,1.5,Adult,Domestic,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/11/21 17:50,5/11/21 17:51,Staten Island,Blue Heron Park,Blue Heron Nature Center,House Sparrow,Observed by Ranger,Native,Healthy,0.5,Juvenile,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
5/11/21 14:15,5/11/21 14:16,Staten Island,Bradys Pond Park,Hylan Blvd.,Mallard Duck,Employee,Native,Healthy,1,Adult;#Infant,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/11/21 12:00,5/11/21 12:00,Brooklyn,Prospect Park,Vicinity of Prospect Park Garage,Raccoon,Central,Native,Healthy,1.5,Juvenile,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
8/12/20 12:15,8/12/20 12:30,Queens,Baisley Pond Park,111th Ave,Duck (Unknown),Central,Native,Injured,0.5,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/11/21 14:00,5/11/21 14:00,Bronx,Barretto Point Park,Restrooms,Eastern Gray Squirrel,Public,Native,DOA,2,Juvenile,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
5/11/21 11:00,5/11/21 11:25,Bronx,St. James Recreation Center,Rec Center,Ovenbird,Central,Native,Healthy,0.5,Adult,Birds,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
5/11/21 11:10,5/11/21 11:10,Queens,Alley Pond Park,Oakland Lake near Cloverdale Blvd and 46 Ave,Canada Goose,Observed by Ranger,Native,Unhealthy,0.5,Adult,Birds,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
5/10/21 10:15,5/10/21 10:15,Brooklyn,Henry Chapin Playgorund,Playground,Budgerigar Parakeet,Central,Domestic,Injured,1,Adult,Birds;#Domestic,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/10/21 13:00,5/10/21 14:00,Manhattan,Playground Eighty Nine LXXXIX,In the Horticulture area of the Playground,Eastern Gray Squirrel,Employee,Native,Injured,0.5,Juvenile,Small Mammals-non RVS,311-06218645,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
5/10/21 10:15,5/10/21 10:15,Bronx,Crotona Park,1700 Fulton Ave,Cat,Central,Domestic,Healthy,2,Adult,Domestic,311-06215569,ACC,1,FALSE,FALSE,,,FALSE,FALSE,
5/10/21 13:00,5/10/21 13:15,Queens,Alley Pond Park Oakland Lake,Oakland Lake near Cloverdale Blvd and 46 Ave,Canada Goose,Central,Native,Injured,0.75,Adult,Birds,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
5/9/21 14:00,5/9/21 14:00,Brooklyn,Marine Park,Salt Marsh Nature Center,House Sparrow,Public,Native,Injured,1.5,Juvenile,Birds,311-062-109-56,ACC,1,FALSE,FALSE,,,FALSE,FALSE,158873
5/8/21 14:30,5/8/21 15:15,Queens,Flushing Meadows Corona Park,Fountain of the Planets,American Robin,Central,Native,Injured,3.5,Adult,Birds,311-06201210,Rehabilitator,1,TRUE,FALSE,Wild Bird Fund,,FALSE,FALSE,
5/8/21 11:00,5/8/21 11:10,Staten Island,Ocean Breeze Track & Field Athletic Complex,Near track facility's Garage,Ring-billed Gull,Employee,Native,Injured,4,Adult,Birds,311-06201020,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
5/8/21 12:00,5/8/21 12:30,Manhattan,St. Nicholas Park,West 135th near the stairs,House Sparrow,Central,Native,Healthy,0.5,Infant,Birds,311-06200365,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
5/8/21 8:56,5/8/21 9:03,Queens,Alley Pond Park,"White Trail 40.7496885, -73.7438607",Raccoon,Public,Native,Unhealthy,3.5,Juvenile,Small Mammals-RVS,311-06199923,ACC,1,FALSE,FALSE,,,FALSE,FALSE,158745
5/6/21 12:45,5/6/21 12:45,Manhattan,Central Park,Reservoir,Canada Goose,Public,Native,N/A,0.25,Adult,Birds,,Advised/Educated others,0,FALSE,FALSE,,,FALSE,FALSE,
5/7/21 14:00,5/7/21 14:00,Brooklyn,Coney Island Beach &amp; Boardwalk,Coney Island Aquarium,Red-Eared Slider,Public,Invasive,Healthy,2.5,Adult,Terrestrial Reptile or Amphibian,311-06193198,ACC,1,FALSE,FALSE,,,FALSE,FALSE,158714
5/7/21 10:27,5/7/21 10:30,Queens,Forest Park,"Myrtle Ave and Freedom Dr 40.701828933636016, -73.84943537384547",Raccoon,Employee,Native,Unhealthy,2.5,Juvenile,Small Mammals-RVS,311-06190462,ACC,1,FALSE,FALSE,,,FALSE,FALSE,116342
5/7/21 13:00,5/7/21 2:30,Manhattan,Hudson River Park,Hudson River at West 34th Street,Canada Goose,Public,Native,Healthy,1,Adult,Birds,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
5/6/21 13:10,5/6/21 1:40,Manhattan,Andrew Haswell Green Park,East River and East 61st St,Mallard Duck,Central,Native,Healthy,0.5,Adult;#Infant,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/30/21 11:20,5/7/21 11:25,Staten Island,Levy Park,"40.63393, -74.12911",Raccoon,Central,Native,Unhealthy,1,Adult,Small Mammals-RVS,311-061-89870,ACC,1,FALSE,FALSE,,,FALSE,FALSE,116347
5/7/21 13:00,5/7/21 13:30,Bronx,Van Cortlandt Park,Van Cortlandt Lake,Canada Goose,Employee,Native,Healthy,1.5,Adult,Birds,,Monitored Animal,1,FALSE,TRUE,,0.25,FALSE,FALSE,
5/6/21 16:00,5/6/21 17:30,Brooklyn,Roebling Playground,Hopscotch court,House Sparrow,Central,Native,Injured,1.5,Juvenile,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/5/21 17:03,5/6/21 13:45,Queens,Hallets Cove Park,Hallets Cove shoreline,Domestic Duck,Other,Domestic,Injured,4,Adult,Domestic;#Birds,311-06182201,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
5/6/21 7:30,5/6/21 9:20,Staten Island,Blue Heron Park,Nature Center,Chicken,Observed by Ranger,Domestic,Unhealthy,1.25,Adult,Domestic;#Birds,311-0617-9502,ACC,7,FALSE,FALSE,,,FALSE,FALSE,116237 116238 116239 116240 116241 116242 116243
5/5/21 10:55,5/5/21 10:58,Manhattan,Central Park,"Northeast of Bethesda Fountain (40.774729, -73.971212)",Raccoon,"Conservancies/""Friends of"" Groups",Native,Unhealthy,1.5,Adult,Small Mammals-RVS,311-06170568,ACC,1,FALSE,FALSE,,,FALSE,FALSE,158449
5/5/21 8:00,5/5/21 8:00,Manhattan,Central Park,North Meadow,Red-Eared Slider,Public,Invasive,Healthy,0.25,Infant,Terrestrial Reptile or Amphibian,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
5/4/21 13:15,5/4/21 13:28,Queens,Flushing Meadows Corona Park,Boathouse parking lot,Domestic Duck,Employee,Domestic,Injured,1,Adult,Domestic;#Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/4/21 8:30,5/4/21 8:44,Queens,Alley Pond Park,"Oakland Lake, Cloverdale Blvd and 46 Ave",Canada Goose,Central,Native,Injured,1,Adult,Birds,,Monitored Animal,1,FALSE,FALSE,,,FALSE,FALSE,
5/3/21 16:55,5/3/21 17:00,Queens,Kissena Park,Near bocce courts,Domestic Goose,Central,Domestic,Injured,0.75,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/3/21 14:50,5/3/21 15:30,Staten Island,Bloomingdale Park,End of Maguire Ave,Cat,Employee,Domestic,Healthy,1,Adult,Domestic,,ACC,1,FALSE,FALSE,,,FALSE,FALSE,116110
5/3/21 11:39,5/3/21 12:15,Manhattan,Fort Tryon Park,Trail East of the Cloisters,Raccoon,Employee,Native,DOA,1,Infant,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
5/3/21 9:00,5/3/21 10:00,Manhattan,Madison Square Park,On Sidewalk,Rose-breasted Grosbeak,Central,Native,Healthy,0.5,Adult,Birds,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
5/2/21 18:00,5/3/21 9:40,Manhattan,Central Park,Harlem Meer,Mallard Duck,Central,Native,Healthy,1,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/3/21 13:55,5/3/21 14:00,Bronx,Van Cortlandt Park,Van Cortlandt Lake Dam,Mute Swan,Public,Invasive,Healthy,0.5,Infant,Birds,,Relocated/Condition Corrected,6,FALSE,FALSE,,,FALSE,FALSE,
5/2/21 10:45,5/2/21 10:45,Queens,Flushing Meadows Corona Park,Pat Dolan Trail,Muskrat,Observed by Ranger,Native,DOA,0.25,Adult,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
5/1/21 16:40,5/1/21 16:50,Queens,Broad Channel American Park,Parking Lot,Herring Gull,Central,Native,Injured,2,Adult,Birds,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
5/1/21 15:20,5/1/21 15:26,Bronx,Van Cortlandt Park,In front of the Nature Center,Domestic Duck,Public,Domestic,Healthy,1,Infant,Domestic;#Birds,311-06130357,Rehabilitator,1,FALSE,FALSE,,,FALSE,FALSE,
4/30/21 16:00,4/30/21 16:08,Bronx,Van Cortlandt Park,In front of the Nature Center,Domestic Rabbit,Public,Domestic,Healthy,1.5,Juvenile,Domestic;#Small Mammals-non RVS,311-061-211-52,ACC,1,FALSE,FALSE,,,FALSE,FALSE,158125
4/30/21 12:12,4/30/21 12:15,Manhattan,Central Park,Mounted Command,Raccoon,Employee,Native,Healthy,2.25,Infant,Small Mammals-RVS,,Relocated/Condition Corrected,1,TRUE,TRUE,,0.5,FALSE,FALSE,
4/30/21 12:00,4/30/21 12:00,Queens,Rockaway Beach and Boardwalk,Shoreline and Beach 56th Place,Great Black-backed Gull,Employee,Native,Injured,2.5,Adult,Birds,311-06119641,ACC,1,FALSE,FALSE,,,FALSE,FALSE,115933
4/29/21 10:30,4/29/21 11:00,Manhattan,Central Park,Ball Field 5 behind North Meadow,Red-tailed Hawk,"Conservancies/""Friends of"" Groups",Native,Injured,2,Juvenile,Raptors,311-06109119,Rehabilitator,1,FALSE,FALSE,Wild Bird Fund,,FALSE,FALSE,
4/29/21 9:20,4/29/21 9:35,Bronx,Ewen Park,3060 Johnson Avenue,Raccoon,Central,Native,Injured,1,Juvenile,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/28/21 13:30,4/28/21 13:45,Staten Island,Westerleigh Park,Under a tree by the gazebo,Eastern Gray Squirrel,Employee,Native,Injured,2,Juvenile,Small Mammals-non RVS,,Relocated/Condition Corrected,1,FALSE,TRUE,,0.25,FALSE,FALSE,
4/28/21 11:00,4/28/21 11:30,Manhattan,Central Park,South East of Lasker Rink,Red-tailed Hawk,"Conservancies/""Friends of"" Groups",Native,Injured,0.5,Juvenile,Raptors,,Monitored Animal,1,TRUE,FALSE,,,FALSE,FALSE,
4/27/21 14:00,4/27/21 16:00,Manhattan,Central Park,Central Park Pond South East of Gapstow Bridge,Canada Goose,"Conservancies/""Friends of"" Groups",Native,Healthy,0.25,Adult,Birds,,Monitored Animal,2,FALSE,TRUE,,0.25,FALSE,FALSE,
4/28/21 10:30,4/28/21 10:45,Bronx,Williamsbridge Oval,Tennis Courts,Raccoon,Employee,Native,Unhealthy,1.75,Adult,Small Mammals-RVS,311-06099144,ACC,1,FALSE,FALSE,,,FALSE,FALSE,115756
4/28/21 11:35,4/28/21 11:35,Queens,Forest Park,Behind Forest Park Visitor Center,American Robin,Observed by Ranger,Native,DOA,0.15,Infant,Birds,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/26/21 15:25,4/26/21 15:30,Queens,Forest Park,"40.699907, -73.854678",Raccoon,Public,Native,DOA,0.25,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/26/21 16:00,4/28/21 18:30,Staten Island,Willowbrook Park,Maintenance Office,Yellow-bellied Slider,Employee,Exotic,Injured,3.75,Adult,Terrestrial Reptile or Amphibian,,ACC,1,FALSE,FALSE,,,FALSE,FALSE,115669
4/27/21 16:30,4/28/21 9:00,Queens,Bayswater Park,Bay 32nd St and Beach Channel Dr,Cat,Central,Domestic,Unhealthy,1,Adult,Domestic,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/27/21 18:00,4/28/21 8:30,Queens,Forest Park,Golf course parking lot,Raccoon,Public,Native,DOA,0.5,Adult,Small Mammals-RVS,,Relocated/Condition Corrected,1,FALSE,FALSE,,,FALSE,FALSE,
4/27/21 17:00,4/27/21 17:00,Queens,Forest Park,"40.700348, -73.859968",Raccoon,Employee,Native,Injured,1.25,Juvenile,Small Mammals-RVS,311-06091747,ACC,1,FALSE,FALSE,,,FALSE,FALSE,115735
4/27/21 14:00,4/27/21 14:10,Bronx,Williamsbridge Oval,Staircase by Tennis Courts,Raccoon,Central,Native,Unhealthy,0.5,Adult,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/27/21 10:00,4/27/21 10:00,Manhattan,Carl Schurz Park,Gracie Mansion Back Yard,Eastern Cottontail Rabbit,Employee,Native,Healthy,0.5,Adult,Small Mammals-non RVS,,Advised/Educated others,3,FALSE,FALSE,,,FALSE,FALSE,
4/26/21 20:00,4/27/21 10:00,Manhattan,Carl Schurz Park,Gracie Mansion Back Yard,Red-tailed Hawk,Public,Native,Injured,1.5,Juvenile,Raptors,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/27/21 8:54,4/27/21 9:15,Queens,Highland Park,"Near the tennis courts, Jamaica Ave & Warwick St.",Virginia Opossum,Employee,Native,Unhealthy,1.25,Adult,Small Mammals-non RVS,311-06087023,ACC,1,FALSE,FALSE,,,FALSE,FALSE,115680
4/26/21 15:15,4/26/21 15:20,Queens,Forest Park,Mary Whalen Playground,Raccoon,Employee,Native,Unhealthy,0.5,Adult,Small Mammals-RVS,,Unfounded,0,FALSE,FALSE,,,FALSE,FALSE,
4/26/21 8:45,4/26/21 8:50,Manhattan,Central Park,63rd St & Central Park West,Red-tailed Hawk,Central,Native,Injured,0.75,Adult,Raptors,,Advised/Educated others,1,FALSE,FALSE,,,FALSE,FALSE,
4/25/21 14:40,4/25/21 14:40,Queens,Baisley Pond Park,"155th St and 121st Ave, near Mother Carter Garden",Dog,Observed by Ranger,Domestic,Healthy,2,Adult,Domestic,311-06071632,ACC,1,FALSE,TRUE,,0.5,FALSE,FALSE,115612
